証券コード,企業名,保有者名,最新保有割合(%),保有割合推移,保有目的,トリガー条件,報告書件数,グループ合算(%),共同保有者数,グループ合算推移
9020,東日本旅客鉄道株式会社,ブラックロック・ジャパン株式会社,1.68,25/11: 1.68%,純投資（投資一任契約に基づく顧客の資産運用および投資信託約款に基づく資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,"ブラックロック・インスティテューショナル・トラスト・カンパニー、エヌ．エイ．(BlackRock Institutional Trust Company, N.A.)",1.34,25/11: 1.34%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,ブラックロック・アセット・マネジメント・アイルランド・リミテッド(BlackRock Asset Management Ireland Limited),0.90,25/11: 0.90%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,三菱ＵＦＪアセットマネジメント株式会社,0.72,24/07: 0.72%,純投資,B:新規株主提案,1,7.21,4,24/07: 7.21%
9020,東日本旅客鉄道株式会社,ブラックロック・ファンド・マネジャーズ・リミテッド(BlackRock Fund Managers Limited),0.37,25/11: 0.37%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,ブラックロック（ネザーランド）BV(BlackRock (Netherlands) BV),0.27,25/11: 0.27%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,ブラックロック・インベストメント・マネジメント （オーストラリア）リミテッド(BlackRock Investment Management (Australia) Limited),0.22,25/11: 0.22%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,三菱ＵＦＪモルガン・スタンレー証券株式会社,0.21,24/07: 0.21%,商品有価証券等として保有するもの,B:新規株主提案,1,7.21,4,24/07: 7.21%
9020,東日本旅客鉄道株式会社,ブラックロック・インベストメント・マネジメント（ユーケー）リミテッド(BlackRock Investment Management (UK) Limited),0.21,25/11: 0.21%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,ブラックロック・アセット・マネジメント・カナダ・リミテッド(BlackRock Asset Management Canada Limited),0.13,25/11: 0.13%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9020,東日本旅客鉄道株式会社,"アペリオ・グループ・エルエルシー(Aperio Group, LLC)",0.11,25/11: 0.11%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.22,10,25/11: 7.22%
9021,西日本旅客鉄道株式会社,三井住友トラスト・アセットマネジメント株式会社,3.31,24/09: 2.86% → 25/09: 3.31%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,B:新規株主提案,2,5.89,3,24/09: 5.76% → 25/09: 5.89%
9021,西日本旅客鉄道株式会社,ブラックロック・ファンド・アドバイザーズ(BlackRock Fund Advisors),2.18,24/01: 1.87% → 26/07: 2.18%,純投資（投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,三菱ＵＦＪ信託銀行株式会社,1.94,24/07: 1.94%,純投資,B:新規株主提案,1,5.88,5,24/07: 5.88%
9021,西日本旅客鉄道株式会社,アモーヴァ・アセットマネジメント株式会社,1.89,25/09: 1.89%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,B:新規株主提案,1,5.89,3,25/09: 5.89%
9021,西日本旅客鉄道株式会社,ブラックロック・ジャパン株式会社,1.83,24/01: 2.10% → 26/07: 1.83%,純投資（投資一任契約に基づく顧客の資産運用および投資信託約款に基づく資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,株式会社三菱ＵＦＪ銀行,1.81,24/07: 1.81%,政策投資,B:新規株主提案,1,5.88,5,24/07: 5.88%
9021,西日本旅客鉄道株式会社,日興アセットマネジメント株式会社,1.72,24/09: 1.72%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,B:新規株主提案,1,5.76,3,24/09: 5.76%
9021,西日本旅客鉄道株式会社,"ブラックロック・インスティテューショナル・トラスト・カンパニー、エヌ．エイ．(BlackRock Institutional Trust Company, N.A.)",1.31,24/01: 1.26% → 26/07: 1.31%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,ファースト・センティア・インベスターズ（オーストラリア）アイエム・リミテッド,1.19,24/07: 1.19%,投資一任契約による純投資,B:新規株主提案,1,5.88,5,24/07: 5.88%
9021,西日本旅客鉄道株式会社,ブラックロック・アセット・マネジメント・アイルランド・リミテッド(BlackRock Asset Management Ireland Limited),0.77,24/01: 0.66% → 26/07: 0.77%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,三菱ＵＦＪアセットマネジメント株式会社,0.74,24/07: 0.74%,純投資,B:新規株主提案,1,5.88,5,24/07: 5.88%
9021,西日本旅客鉄道株式会社,三井住友信託銀行株式会社,0.70,24/09: 1.18% → 25/09: 0.70%,政策投資として保有するもの。退職給付信託の信託財産として取得、保有しているもの。,B:新規株主提案,2,5.89,3,24/09: 5.76% → 25/09: 5.89%
9021,西日本旅客鉄道株式会社,ブラックロック・インベストメント・マネジメント（ユーケー）リミテッド(BlackRock Investment Management (UK) Limited),0.61,24/01: 0.17% → 26/07: 0.61%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,ブラックロック（ネザーランド）BV(BlackRock (Netherlands) BV),0.25,24/01: 0.16% → 26/07: 0.25%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,ファースト・センティア・インベスターズ（オーストラリア）アールイー・リミテッド,0.20,24/07: 0.20%,投資一任契約による純投資,B:新規株主提案,1,5.88,5,24/07: 5.88%
9021,西日本旅客鉄道株式会社,ブラックロック・ファンド・マネジャーズ・リミテッド(BlackRock Fund Managers Limited),0.14,24/01: 0.32% → 26/07: 0.14%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,ブラックロック・アセット・マネジメント・カナダ・リミテッド(BlackRock Asset Management Canada Limited),0.11,24/01: 0.11% → 26/07: 0.11%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,"アペリオ・グループ・エルエルシー(Aperio Group, LLC)",0.09,24/01: 0.10% → 26/07: 0.09%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,ブラックロック・インベストメント・マネジメント・エルエルシー(BlackRock Investment Management LLC),0.08,24/01: 0.10% → 26/07: 0.08%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,ブラックロック・インベストメント・マネジメント （オーストラリア）リミテッド(BlackRock Investment Management (Australia) Limited),0.07,24/01: 0.19% → 26/07: 0.07%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,2,7.20,8,24/01: 7.04% → 26/07: 7.20%
9021,西日本旅客鉄道株式会社,"ブラックロック・フィナンシャル・マネジメント・インク(BlackRock Financial Management, Inc.)",0.04,24/01: 0.04%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.04,11,24/01: 7.04%
9021,西日本旅客鉄道株式会社,ブラックロック・ライフ・リミテッド(BlackRock Life Limited),0.03,24/01: 0.03%,純投資（顧客および投資信託等の資産運用目的）,B:新規株主提案,1,7.04,11,24/01: 7.04%
9045,京阪ホールディングス株式会社,三井住友トラスト・アセットマネジメント株式会社,2.83,24/11: 2.68% → 25/09: 2.83%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,2,6.26,3,24/11: 6.05% → 25/09: 6.26%
9045,京阪ホールディングス株式会社,三井住友信託銀行株式会社,1.91,24/11: 1.80% → 25/09: 1.91%,政策投資として保有するもの。,A:賛成率低下,2,6.26,3,24/11: 6.05% → 25/09: 6.26%
9045,京阪ホールディングス株式会社,日興アセットマネジメント株式会社,1.57,24/11: 1.57%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,1,6.05,3,24/11: 6.05%
9045,京阪ホールディングス株式会社,アモーヴァ・アセットマネジメント株式会社,1.52,25/09: 1.52%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,1,6.26,3,25/09: 6.26%
9064,ヤマトホールディングス株式会社,野村アセットマネジメント株式会社,5.38,24/09: 5.12% → 24/09: 6.24% → 25/03: 5.38%,信託財産の運用として保有している。,A:賛成率低下,3,5.43,3,24/09: 6.38% → 24/09: 6.80% → 25/03: 5.43%
9064,ヤマトホールディングス株式会社,株式会社みずほ銀行,2.84,25/09: 2.84%,発行会社の要請に応え、かつ発行会社との取引関係の強化を図るもの。,A:賛成率低下,1,5.21,3,25/09: 5.21%
9064,ヤマトホールディングス株式会社,アモーヴァ・アセットマネジメント株式会社,2.55,25/09: 2.54% → 26/08: 2.55%,証券投資信託及び投資一任契約において、株券等の取得・処分の権限を有するもの。,A:賛成率低下,2,4.20,2,25/09: 5.27% → 26/08: 4.20%
9064,ヤマトホールディングス株式会社,アセットマネジメントOne株式会社,2.23,25/09: 2.23%,投資信託または投資一任契約に基づき投資権限を有するもの。,A:賛成率低下,1,5.21,3,25/09: 5.21%
9064,ヤマトホールディングス株式会社,三井住友トラスト・アセットマネジメント株式会社,1.64,25/09: 2.73% → 26/08: 1.64%,投資信託契約、投資一任契約に基づく運用を目的として保有するもの。,A:賛成率低下,2,4.20,2,25/09: 5.27% → 26/08: 4.20%
9064,ヤマトホールディングス株式会社,ブラックロック・ジャパン株式会社,1.52,24/09: 1.52%,純投資（投資一任契約に基づく顧客の資産運用および投資信託約款に基づく資産運用目的）,A:賛成率低下,1,3.48,5,24/09: 3.48%
9064,ヤマトホールディングス株式会社,ブラックロック・ファンド・アドバイザーズ(BlackRock Fund Advisors),0.85,24/09: 0.85%,純投資（投資信託等の資産運用目的）,A:賛成率低下,1,3.48,5,24/09: 3.48%
9064,ヤマトホールディングス株式会社,"ブラックロック・インスティテューショナル・トラスト・カンパニー、エヌ．エイ．(BlackRock Institutional Trust Company, N.A.)",0.64,24/09: 0.64%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,3.48,5,24/09: 3.48%
9064,ヤマトホールディングス株式会社,ブラックロック・ファンド・マネジャーズ・リミテッド(BlackRock Fund Managers Limited),0.27,24/09: 0.27%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,3.48,5,24/09: 3.48%
9064,ヤマトホールディングス株式会社,ブラックロック・アセット・マネジメント・アイルランド・リミテッド(BlackRock Asset Management Ireland Limited),0.20,24/09: 0.20%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,3.48,5,24/09: 3.48%
9064,ヤマトホールディングス株式会社,みずほ信託銀行株式会社,0.13,25/09: 0.13%,信託財産として運用その他の信託目的に従い保有するもの。,A:賛成率低下,1,5.21,3,25/09: 5.21%
9064,ヤマトホールディングス株式会社,ノムラ　インターナショナル　ピーエルシー（ＮＯＭＵＲＡ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＰＬＣ）,0.06,24/09: 1.24% → 24/09: 0.57% → 25/03: 0.06%,証券業務に係わる商品在庫として保有している。,A:賛成率低下,3,5.43,3,24/09: 6.38% → 24/09: 6.80% → 25/03: 5.43%
9064,ヤマトホールディングス株式会社,ブラックロック・インベストメント・マネジメント（ユーケー）リミテッド(BlackRock Investment Management (UK) Limited),0.05,24/09: 0.05%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,3.48,5,24/09: 3.48%
9064,ヤマトホールディングス株式会社,ブラックロック・ライフ・リミテッド(BlackRock Life Limited),0.01,24/09: 0.01%,純投資（顧客および投資信託等の資産運用目的）,A:賛成率低下,1,3.48,5,24/09: 3.48%
